ID,Issues Detected,Function Name,Demangled Name,Process,Device Name,Grid Size,Block Size,Cycles [cycle],Duration [usecond],Compute Throughput [%],Memory Throughput [%],# Registers [register/thread]
28,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    4,    1,    1","  512,    1,    1","19,181",30.91,0.88,1.49,31
31,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    4,    1,    1","  512,    1,    1","19,584",31.62,0.86,1.45,31
34,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    4,    1,    1","  512,    1,    1","19,584",31.52,0.86,1.46,31
37,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    4,    1,    1","  512,    1,    1","20,101",32.45,0.84,1.39,31
40,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    4,    1,    1","  512,    1,    1","20,311",32.22,0.83,1.43,31
43,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    4,    1,    1","  512,    1,    1","20,965",33.60,0.80,1.37,31
46,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    4,    1,    1","  512,    1,    1","19,980",31.87,0.84,1.41,31
49,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    4,    1,    1","  512,    1,    1","20,662",33.34,0.81,1.39,31
52,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    4,    1,    1","  512,    1,    1","20,258",32.90,0.83,1.40,31
55,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    4,    1,    1","  512,    1,    1","18,793",30.62,0.89,1.52,31
58,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    4,    1,    1","  512,    1,    1","19,583",31.81,0.86,1.48,31
61,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    4,    1,    1","  512,    1,    1","20,293",32.93,0.83,1.39,31
64,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    4,    1,    1","  512,    1,    1","19,647",31.68,0.86,1.47,31
67,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    4,    1,    1","  512,    1,    1","19,823",32.10,0.85,1.45,31
70,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    4,    1,    1","  512,    1,    1","21,088",34.24,0.80,1.33,31
73,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    4,    1,    1","  512,    1,    1","20,592",33.38,0.82,1.38,31
76,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    4,    1,    1","  512,    1,    1","19,732",32.29,0.85,1.43,31
79,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    4,    1,    1","  512,    1,    1","19,475",31.52,0.86,1.47,31
82,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    4,    1,    1","  512,    1,    1","21,243",33.92,0.79,1.35,31
85,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    4,    1,    1","  512,    1,    1","20,785",33.41,0.81,1.38,31
88,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    4,    1,    1","  512,    1,    1","18,629",29.95,0.90,1.52,31
91,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    4,    1,    1","  512,    1,    1","19,547",32.10,0.86,1.46,31
94,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    4,    1,    1","  512,    1,    1","19,894",32.45,0.84,1.42,31
97,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    4,    1,    1","  512,    1,    1","20,347",32.48,0.83,1.42,31
103,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   27,    1,    1","  512,    1,    1","6,053",11.26,4.21,4.24,31
106,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   27,    1,    1","  512,    1,    1","6,104",11.33,4.18,4.29,31
109,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   27,    1,    1","  512,    1,    1","6,111",11.30,4.17,4.24,31
112,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   27,    1,    1","  512,    1,    1","6,034",11.10,4.23,4.33,31
115,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   27,    1,    1","  512,    1,    1","6,035",11.46,4.22,4.29,31
118,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   27,    1,    1","  512,    1,    1","6,030",11.20,4.23,4.28,31
121,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   27,    1,    1","  512,    1,    1","6,158",11.33,4.14,4.26,31
124,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   27,    1,    1","  512,    1,    1","6,170",11.33,4.14,4.21,31
127,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   27,    1,    1","  512,    1,    1","6,034",11.30,4.23,4.36,31
130,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   27,    1,    1","  512,    1,    1","6,093",11.33,4.18,4.25,31
133,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   27,    1,    1","  512,    1,    1","5,998",11.17,4.25,4.13,31
136,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   27,    1,    1","  512,    1,    1","6,196",11.52,4.12,4.19,31
139,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   27,    1,    1","  512,    1,    1","6,053",11.26,4.21,4.22,31
142,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   27,    1,    1","  512,    1,    1","6,190",11.49,4.12,4.13,31
145,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   27,    1,    1","  512,    1,    1","6,112",11.58,4.17,4.24,31
148,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   27,    1,    1","  512,    1,    1","6,082",11.17,4.19,4.28,31
151,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   27,    1,    1","  512,    1,    1","6,042",11.33,4.22,4.33,31
154,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   27,    1,    1","  512,    1,    1","5,902",11.26,4.32,4.35,31
157,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   27,    1,    1","  512,    1,    1","6,079",11.23,4.19,4.13,31
160,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   27,    1,    1","  512,    1,    1","5,968",11.14,4.27,4.33,31
163,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   27,    1,    1","  512,    1,    1","6,025",11.39,4.23,4.29,31
166,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   27,    1,    1","  512,    1,    1","5,972",11.30,4.27,4.28,31
169,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   27,    1,    1","  512,    1,    1","6,037",11.39,4.22,4.30,31
172,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   27,    1,    1","  512,    1,    1","6,142",11.39,4.15,4.21,31
175,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   27,    1,    1","  512,    1,    1","5,997",11.55,4.25,4.41,31
178,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   27,    1,    1","  512,    1,    1","5,955",11.49,4.28,4.31,31
181,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   27,    1,    1","  512,    1,    1","6,008",11.33,4.25,4.32,31
184,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   27,    1,    1","  512,    1,    1","6,101",11.49,4.18,4.10,31
187,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   27,    1,    1","  512,    1,    1","6,097",11.33,4.18,4.20,31
190,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   27,    1,    1","  512,    1,    1","6,068",11.26,4.20,4.20,31
193,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   27,    1,    1","  512,    1,    1","5,972",11.42,4.27,4.36,31
196,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   27,    1,    1","  512,    1,    1","5,977",11.23,4.26,4.32,31
201,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"  108,    1,    1","  512,    1,    1","6,359",11.68,16.03,14.76,31
204,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"  108,    1,    1","  512,    1,    1","6,440",12.03,15.83,14.91,31
207,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"  108,    1,    1","  512,    1,    1","6,329",11.84,16.11,14.69,31
210,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"  108,    1,    1","  512,    1,    1","6,439",11.74,15.84,14.51,31
213,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"  108,    1,    1","  512,    1,    1","6,380",11.87,15.99,14.80,31
216,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"  108,    1,    1","  512,    1,    1","6,402",11.81,15.93,14.77,31
219,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"  108,    1,    1","  512,    1,    1","6,399",11.78,15.94,14.57,31
222,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"  108,    1,    1","  512,    1,    1","6,362",11.78,16.03,14.77,31
225,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"  108,    1,    1","  512,    1,    1","6,354",11.78,16.05,14.89,31
228,3,_unfold_,"nebula::_unfold_(unsigned int, float *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float *)",[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"  108,    1,    1","  512,    1,    1","6,491",11.58,15.71,14.59,31
